Questões Corretas,Questões Erradas
"20 TRF 1a Região  2015 Não se considera o município entidade federativa, embora se reconheça que ele dispõe de capacidade de auto organização, autogoverno e autoadministração. Comentários: O Município é também um ente federativo. Ele dispõe de capacidade de auto organização, autogoverno e autoadministração. Questão errada. TCM SP  2015 Lei orgânica municipal, como projeção da autonomia municipal, deve disciplinar a organização municipal consoante os balizamentos estabelecidos pela Constituição da República, não sendo possível que a Constituição Estadual o faça. Comentários: A Lei Orgâni ca é o instrumento por meio do qual o Município manifesta o seu poder de auto  organização , sendo, portanto, projeção da autonomia municipal . A organização municipal é matéria que cabe à Lei Orgânica, devendo observar as regras gerais estabelecidas pela CF 88. A Constituição Estadual não pode versar sobre a organização municipal, sob pena de violar o pacto federativo","33 PCDF  2015 O advogado tem direito, no interesse de seu cliente, a ter acesso aos elementos de prova que, já documentados em procedimento investigatório realizado pela polícia, digam respeito ao exercício do direito de defesa. Comentários: Essa questão está baseada na SV nº 14. Questão correta. PCDF  2015 Não é inconstitucional a exigência de depósito ou arrolamento de bens para admissibilidade de recurso administrativo. Comentários: Essa questão está baseada na SV nº 21, que considera inconstituci onal a exigência de depósito ou arrolamento de bens para admissibilidade de recurso administrativo"
"25 Na ADIN nº 2.650DF, o STF considerou que se dev e dar ao termo  população diretamente interessada  o significado de que, nos casos de desmembramento, incorporação ou subdivisão de Estado, deve ser consultada, mediante plebiscito, toda a população do s Estado s afetado s , e não apenas a população da área a ser desmembrada, incorporada ou subdividida. Questão errada. MPE PR  2014 Os Estados podem incorporar se entre si, subdividir se ou desmembrar se para se anexarem a outros, ou formarem novos Estados ou Territórios Federais, mediante aprovação d a população diretamente interessada, através de plebiscito, e do Congresso Nacional, por lei complementar. Comentários: É exatamente o que prevê o art. 18,  3º, CF88","35 por derivação; pode se dizer também que, nesse caso, haverá comunicabilidade da ilicitude das provas ilícitas a todas aquelas que d ela derivarem. É importante destacar, porém, que a tão só existência de prova reconhecidamente ilícita no processo não basta para que a condenação seja considerada nula, ou seja, a prova ilícita não contamina todo o processo . Nesse sentido, segundo o STJ, não se aplica a Teoria da Árvore dos Frutos Envenenados quando a prova considerada como ilícita é independente dos demais elementos de convicção coligidos nos autos, bastantes para fundamentar a condenação.65 SEFAZ MT  2014 As provas provenientes de quebra irregular de sigilo bancário ou fiscal são nulas para fins de responsabilização administrativa e cível, mas não criminal. Comentários: As provas ilícitas não podem ser usadas , também, nos processos penais criminais. Elas serão nul as"
"26 TRT MG  2015 As vedações constitucionais expressas impostas simultaneamente à União, aos Estados, ao Distrito Federal e aos Municípios alcançam o conceito de Estado laico; a proibição de recusa de fé em documentos públicos e a proibição de distinções entre brasileiros ou preferências entre si. Comentários: É o que estabelece o art. 19, incisos I, II e III, CF88","36 palavras, após decisão de segunda instância acórdão penal condenatório, já poderia ser determinada prisão do condenado, ainda que cabíveis recurso especial para o STJ e recurso extraordinário para o STF. Foi com base nesse entendimento, inclusive, que foi determinada a prisão do ex President e Lula , após decisão condenatória do TRF 4ª Região, antes do trânsito em julgado. Mas qual o novo entendimento do STF? Agora, o STF entende que a decisão condenatória em segunda instância já não mais permitirá a execução provisória da pena. Se um indivíduo foi condenado em primeira instância e, em seguida, teve a condenação confirmada por um Tribunal órgão de natureza colegiada, ainda assim ele não poderá ser preso , pois são possíveis o r ecurso especial para o STJ e o recurso extraordinário para o STF. Em outras palavras, ainda não houve o trânsito em julgado da condenação criminal e, portanto, o indivíduo deve ser presumido inocente. Dessa forma, o STF adotou o seguinte entendimento: A execução provisória da sentença penal condenatória revela se frontalmente incompatível com o direito fundamental do réu de ser presumido inocente até que sobrevenha o trânsito em julgado de sua condenação criminal ADC 43, 44 e 45 A presunção de ino cência também já serviu de fundamento para outra importante jurisprudência, agora relacionada a concursos públicos. Segundo o STF,  viola o princípio constitucional da presunção de inocência , previsto no art. 5º, LXVII, da CF, a exclusão de candidato de concurso público que responde a inquérito ou ação penal sem trânsito em julgado da sentença condenatória .66 Ora, se ainda não houve o trânsito em julgado da sentença penal, o indivíduo não pode ser considerado culpado. Ao exclui lo do concurs o, a Administração Pública agiu como se ele assim devesse ser considerado, o que viola a presunção de inocência. Polícia Civil CE  2015 Ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória, sa lvo o preso em flagra nte delito . Comentários: Pegadinha! Mesmo aquele que for preso em flagrante delito somente poderá ser considerado culpado após o trânsito em julgado de sentença penal condenatória"
"41 a Competência para legislar sobre direito administrativo . Abrange, dentre outras, a competência para legislar sobre desapropriação, requisições civis e militares, atividades nucleares, serviço postal, defesa civil e política de crédito, câ mbio e seg uro. b Competência para legislar sobre direito material , não administrativo, ou substancial. Compreende a competência para legislar sobre direito civil, comercial, penal, político  eleitoral incluindo nacionalidade, cidadania e naturalização, agrário, marítimo , aeronáutico, espacial, e do trabalho, populações indígenas, condições para o livre exercício de p rofissões e seguridade social. c Competência para legislar sobre direito processual . Compreende a competência para legisla r sobre direito processual do trabalho, processual penal e processual civil. DPE PR  2017 Segundo o entendimento do Supremo Tribunal Federal, por se tratar de infração político  administrativa e não propriamente de crime, o chamado crime de responsabil idade pode ser definido pela União, Estados e Distrito Federal, eis que a competência legislativa é concorrente. Comentários: A Súmula Vinculante nº 46 dispõe que  a definição dos crimes de responsabilidade e o estabelecimento das respectivas normas de pro cesso e julgamento são de competência legislativa privativa da União . Pode se dizer, desse modo, que é competência privativa da União legislar sobre direito penal, inclusive sobre crimes de responsabilidade. TJDFT  2015 Um estado da Federação editou lei que proíbe a contratação, pela administração desse estado, de emp resas de parentes de ocupantes de cargo de governador e de secretário de Estado. Nesse caso, a lei editada é inconstitucional por violar a exclusividade da União para legislar sobre licitações e contratos. Comentários: A União tem competência privativa para legislar sobre normas gerais de licitação e contratos administrativos. Nada impede, todavia, que os estados editem leis sobre questões específicas sobre licitações e contratos. Portanto, a lei mencionada na assertiva é plenamente compatível com a CF88. Questão errada. TJPB  2015 Na hipótese de uma lei estadual estabelecer restrições ao ingresso, armazenamento e comercialização de produtos agrícolas importados no âmbito do estado membro, estará caracterizada invasão da competência privativa da União para legislar sobre comércio exterior. Comentários: É competência privativa da União legislar sobre comércio exterior art. 22, VIII. Logo, uma lei estadual que trate do tema estará invadindo competência da União","38 a em flagrante delito . Nesse caso, não haverá necessidade de ordem judicial. Nos termos do Código de Processo Penal, qualquer do povo poderá e as autoridades policiais e seus agentes deverão prender quem quer que seja encontrado em flagrante delito. b em caso de transgressão militar ou crime propriamente militar , definidos em lei. Nesse caso, também é dispensada ordem judicial. c por ordem de juiz , escrita e fundamentada. A decisão judicial é necessária para a decretação de prisão cautelar ou para a denegação de liberdade provisória. A prisão, por tudo o que já comentamos, tem natureza excepcional. Nesse sentido, o inciso LXVI dispõe que se a lei admitir a liberdade provisória , com ou sem fiança, ninguém será levado à prisão ou nela mantido. Isso porque o direi to à liberdade é um dos direitos huma nos mais básicos e importantes. CNMP  2015 Ninguém será levado à prisão ou nela mantido quando a lei admitir a liberdade provisória, desde que mediante pagamento de fiança. Comentários: O art. 5º, LXVI estabelec e que  ninguém será levado à prisão ou nela mantido, quando a lei admitir a liberdade provisória, com ou sem fiança"
"46 MPU  2018 Legislar sobre a responsabilidade por dano ao meio ambiente compete concorrentemente à União, aos Estados e ao Distrito Federal. Comentários: É competência concorrente da União, Estados e Distrito Federal legislar sobre responsabilidade por dano ao meio ambiente art. 24, VIII, CF88","40 agente ou da autoridade e de nulidade da prisão ou do ato processual a que se refere sem prejuízo da responsabilidade civil do Estado. Com a edição da Súmula Vinculante nº 11, a utilização de algemas somente pode ocorrer em casos excepcionais resistência, fundado receio de fuga ou perigo à integridade física, justificados por escrito . A desobediência a essa regra implicará em responsabi lidade do agente ou da autoridade , bem como na nulidade da prisão . PRF  2019 São constitucionalmente assegurados ao preso o direito à identificação dos agentes estatais responsáveis por sua prisão e direito de permanecer em silêncio. Comentários: O preso deverá ser informado de seus direitos, entre os quais o de permanecer calado art. 5º, LXIII, CF88. Além disso, o preso também tem o direito à identificação dos responsáveis por sua prisão ou por seu interrogatório policial art. 5º , LXIV, CF88. Questão correta. Polícia Civil SE  2018 Em caso de perigo à integridade física do preso, admite se o uso de algemas, desde que essa medida, de caráter excepcional, seja justificada por escrito. Comentários: O uso de algemas é admitido n as seguintes situações: resistência , fundado receio de fuga ou perigo à integridade física própria ou alheia . Trata se de medida de caráter excepcional, que precisa ser justificada por escrito, conforme previsto na SV nº 11. Questão correta. Polícia Civi lSE  2018 Conforme texto constitucional vigente, a prisão de qualquer pessoa e o local onde se encontra terão de ser comunicados em até vinte e quatro horas ao juiz competente e à família do preso ou a pessoa por ele indicada. Comentários: Segundo o art . 5º, LXII, CF88,  a prisão de qualquer pessoa e o local onde se encontre serão comunicados imediatamente ao juiz competente e à família do preso ou à pessoa por ele indicada"
"MPU  2018 Caso não exista lei federal que disponha normas gerais relativas a tecnologia, o s estados poderão exercer a competência legislativa plena, necessária ao atendimento de suas peculiaridades. Comentários: É competência concorrente da União, Estados e Distrito Federal legislar sobre tecnologia art. 24, IX, CF88. No âmbito da competênci a concorrente, a União irá legislar sobre normas gerais, ao passo que os Estados e Distrito Federal irão editar normas específicas. Diante da ausência de lei federal de normas gerais , os Estados e o Distrito Federal poderão exercer a competência legislativ a plena","Políc ia Civil CE  2015 A prisão de qualquer pessoa e o local onde se encontre serão comunicados, imediatamente, ao juiz competente e à família do preso ou à pessoa por ele indicada. Comentários: É a literalidade do art. 5º, LXII, CF88. Questão correta. Polícia Civil CE  2015  A prisão ilegal será imediatamente relaxada pela autoridade policial. Comentários: Pegadinha! É a autoridade judicial e não a autoridade policial! que relaxará a prisão ilegal"
"47 Também é competência da União assegurar a defesa nacional art. 24, IV e permitir que forças estrangeiras transitem pelo território nacional art. 21, IV.Questão errada. TRT 8 ª Região  2015 A responsabilidade por dano ao meio ambiente, ao consumidor, a bens e direitos de valor artístico, estético, histórico, turístico e paisagístico é de competência concorrente da União, Estados e Distrito Federal e, por isso, inexistindo lei federal sobre normas gerais, os Es tados exercerão a competência legislativa plena, independente de suas peculiaridades. Comentários: De fato, é competência concorrente da União, Estados e Distrito Federal legislar sobre responsabilidade por dano ao meio ambiente, ao consumidor, a bens e di reitos de valor artístico, estético, histórico, turístico e paisagístico art. 24, VIII. Se não houver lei federal, os Estados poderão exercer a competência legislativa plena, mas o farão para atender a suas peculiaridades . O erro da questão está em falar que a competência legislativa plena será exercida pelos Estados independente de suas peculiaridades. Questão errada. TJRR  2015 Na Constituição brasileira de 1988, competências comuns e concorrentes têm natureza legislativa. Comentários: As competências comuns têm natureza material administrativa e as competências concorrentes têm natureza legislativa. Questão errada. SEAP DF  2015 Compete à União, aos estados e ao Distrito Federal legislar concorrentemente acerca de procedimentos em matéria processual. Comentários: É isso mesmo! É competência concorrente legislar sobre procedimentos em matéria processual art. 24, XI","41 Polícia Federal  2014 Um agente da Polícia Federal foi escalado para atuar em operação para cumprimento de mandado judicial de prisão e de busca e apreensão, durante o dia, de documentos no escritório profissional do investigado. Mesmo que o investigado ofereça resistência à ordem de prisão, não será possível o uso de algemas para conduzi lo, uma vez que a CF garante que nenhum cidadão será submetido a tratamento desumano ou degradante. Comentários: A Súmula Vinculante nº 11 autoriza a utilização de algemas em caso de resistência à prisão. Logo, na situação descrita, será possível o uso de algemas"
"13 c Presunção da segurança jurídica: O princípio da segurança jurídica é um princípio implícito que encontra previsão no a rt. 2º da Lei nº 9.78499. Esse princípio impõe que as normas sejam interpretadas de forma a garantir o atendimento do fim público a que se dirigem, vedada a aplicação retroativa de nova interpretação . d Princípio da motivação: Um dos requisitos dos atos administrativos é o motivo, que é a situação de fato ou de direito que autoriza a edição do ato. A motivação consiste na declaração dos motivos que fundamentaram o ato. e Princípio da razoabilidade e da proporcionalidade: Os princípios da razoabilidade e da proporcionalidade estão intimamente relacionados. A doutrina majoritária considera, inclusive, que o princípio da proporcionalidade está contido no princípio da razoabilidade . O princípio da proporcionalidade consiste na adequação entre os meios e os fins almejados; caso o ato administrativo não respeite essa relação, será desproporcional e, portanto, passível de invalidação pelo Poder Judiciário. O princípio da razoabilidade possui três aspectos: i adequação; ii necessidade e; iii proporcionalida de em sentido estrito. Assim, esses três aspectos devem ser observados para a aferição da razoabilidade de um determinado ato. A adequação consiste em observar se o meio escolhido é o mais adequado para se alcançar o fim perseguido. A necessidade , por sua vez, consiste em analisar se o meio utilizado é o melhor ou menos oneroso para alcançar o objetivo do ato. Por último, a proporcionalidade , conforme já comentamos, é a aferição da relação entre os meios e os fins almejados. f Princípio da continuidade d o serviço público: Os serviços públicos não podem sofrer solução de continuidade, isto é, não podem ser paralisados . É em razão desse princípio que podem ser impostas restrições ao direito de greve dos servidores públicos art. 37, VII. Recorde se que o direito de greve dos servidores públicos é norma constitucional de eficácia limitada. TRE GO  2015 O regime ju rídico administrativo brasileiro está fundamentado em dois princípios dos quais todos os demais decorrem, a saber: o princípio da supremacia do interesse público sobre o privado e o princípio da indisponibilidade do interesse público. Comentários: Esses pr incípios são os pilares do regime jurídico administrativo","47 Segundo o STF, é cabíve l habeas corpus  para discutir a legalidade de punições disciplinares militares por exemplo, a competência do agente e concessão de ampla defesa e contraditório. h Não cabe  habeas corpus  contra a imposição de pena de exclusão de militar ou de perda de patente ou de função pública . i Não cabe  habeas corpus  para se pleitear o direito a visitas íntimas .80 Destaca se, ainda, que em caso de estado de defesa art. 136, CF ou estado de sítio art. 139, CF, o âmbito do  habeas corpus  poderá ser restringido. Contudo, jamais poderá ser suprimido. PGM Fortaleza  2017 Pessoa jurídica pode impetrar habeas corpus . Comentários: O habeas corpus  pode, sim, ser impetrado por qualquer pessoa jurídica, nacional ou estrangeira. A pessoa jurídica, ent retanto, não pode ser paciente dessa ação, uma vez que não possui direito de locomoção a ser protegido. Questão correta. TJSP  2015 Não é possível a concessão de habeas corpus quando alguém se ache ameaçado de sofrer violência ou coação em sua liberdade de locomo ção, por ilegalidade ou abuso de poder, devendo a violência ou coação estarem concretizadas. Comentários : A violência ou coação à liberdade de locomoção não precisam estar concretizadas para que se conceda habeas corpus . Isso porque existe a figura do habeas corpus preventivo , utilizado quando a perda da liberdade ainda é uma ameaça"
"20 Continuando nossa análise do art. 37 da Constituição, determina o texto constitucional que: IX  a lei estabelecerá os casos de contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público; Esse dispositivo prevê a contratação de pessoal sem concurso público , por tempo determinado . Esse pessoal não ocupa cargo público, não está sujeito ao regime estatutário a que se submetem os servidores públicos titulares de cargo efetivo e em comissão. Em outras palavras , não estão sujeitos à Lei nº 8.11290 . Também não estão sujeitos à Consolidação das Leis do Trabalho CLT, a não ser nos termos em que a lei específica que os rege define. Esses agentes públicos são estatutários, pois têm seu próprio estatuto de regência , que define seu regime jurídico. Exercem função pública remunera da temporária , tendo vínculo jurídico administrativo com a Administração Pública. Sujeitam se ao regime geral de previdência social RGPS e suas lides com o Poder Público contratante são de competência da Justiça comum, federal ou estadual ou do Distrito Federal, conforme o caso. Para a utilização do instituto da contratação temporária, exceção à contratação mediante concurso público, é necessário o cumprimento de três requisitos : a Excepcional interesse público; b Temporariedade da contratação; c Hipóteses expressamente previstas em lei. A lei mencionada como requisito será editada pela entidade contratadora , podendo ser federal, estadual, distrital ou municipal, conforme a respectiva competência constitucional. Contudo, não será possível , segundo o S TF, a contratação temporária por lei que fixe  hipóteses abrangentes e genéricas de contratação , sem definir qual a contingência fática emergencial apta a ensejá la, bem como para  o exercício de serviços típicos de carreira e de cargos permanentes de Est ado, sem concurso ou motivação de excepcional relevância  que o justifique STF, Pleno, ADI 3116AP, decisão 14.02.2011. TCE PE  2017 Órgão estatal somente poderá exigir, em edital de concurso público, realização de exame psicotécnico para a habilitação de candidatos ao cargo previsto, se houver previsão legal para tal aplicação. Comentários: A Súmula Vinculante nº 44 prevê que só por lei se pode sujeitar a exame psicotécnico a habilitação de candidato a cargo público . Assim, o edital de con curso não é instrumento suficiente para, sozinho, exigir exame psicotécnico. É necessária previsão legal nesse sentido","48 Não cabe habeas corpus para impugnar pena privativa de direitos ou pena de multa. O bem jurídico tutelado pelo habeas corpus é a liberdade de locomoção. Portanto, ele é cabível para impugnar decisões ilegais que impliquem condenação em pena privativa de liberdade"
"21 TRT 3a Região  2015 Empresa pública estadual pretende contratar advogados para preenchimento de empregos públicos v agos em seu departamento jurídico. Considerando que os advogados não exercerão a função de direção, chefia e de assessoramento, a empresa pública deverá contratá los mediante concurso público, válido pelo prazo de dois anos, prorrogável uma vez por igual p eríodo, sendo vedada a livre nomeação pelo dirigente da entidade. Comentários: É isso mesmo. A admissão de empregados públicos também depende da realização de concurso público, com prazo de validade de 2 anos, prorrogável uma vez por igual período","53 DPE MG  2014 A controvérsia sobre matéria de direito impede a concessão de mandado de segurança, instituto de defesa de direito certo e incontestável. Comentários: Segundo a Súmula nº 625  STF,  controvérsia sobre matéria de direito não impede concessão de mandado de segurança"
"TCU  2015 O prazo de validade de concurso público é de até dois anos, podendo ele ser prorrogado enquanto houver candidatos aprovados no cadastro de reserva. Comentários: De fato, o prazo de validade do concurso público é de 2 dois anos. No entanto, ele só pode ser prorrogado por igual período mais 2 anos. Questão errada. DPE PE  2015 Conforme entendimento atual do STF, é dever da administração pública nomear candidato aprovado em concurso público dentro das vagas previstas no edital, em razão do princípio da boafé e da proteção da confiança, salvo em situações excepcionais caracteriz adas pela necessidade, superveniência e imprevisibilidade. Comentários: Os candidatos aprovados dentro do número de vagas previsto no edital têm direito subjetivo à nomeação , ou seja, a Administração tem o dever de nomeá los. Essa é a regra geral, que some nte pode ser excepcionada em situações excepcionalíssimas, nas quais fiquem caracterizadas a necessidade, superveniência e imprevisibilidade",DPE MG  2014 É inconstitucional a estipulação de prazo decadencial para a impetração de mandado de segurança. Comentários: O STF considera constitucional lei que estipule prazo decadencial para a impetração de mandado de segurança. O prazo decadencial do mandado de segurança é de 120 dias
"23 Federal e dos Municípios, compreendido o ajuste mediante designações recíprocas, viola a Constituição Federal. É importante destacar que a vedação ao nepotismo não alcança a nomeação para cargos políticos . Assim, o governador de um Estado pode nomear seu irmão para o cargo de secretário estadual, por exemplo. MPU  2018 Para exercer função de confiança na administração pública, o servidor deverá ser ocupante de cargo efetivo. Comentários: As funções de confiança são destinadas exclusivamente para servidores ocupantes de cargo efetivo","55 FUB  2015 Uma entidade de classe que estiver em funciona mento há apenas seis meses não possui, por essa razão, legitimidade para impetração de mandado de segurança coletivo em defesa de interesse de seus membros. Comentários: A exigência de um ano de funcionamento aplica se apenas às associações , jamais às orga nizações sindicais e entidades de classe . Portanto, uma entidade de classe que tenha apenas 6 meses de funcionamento poderá impetrar mandado de segurança coletivo"
"UEG  2015 A investidura em qualquer cargo público exige prévia aprovação em concurso público. Comentários: A nomeação para cargo em comis são independe de aprovação em concurso público. Questão errada. UFRB  2015 As funções de confiança, exercidas exclusivamente por servidores ocupantes de cargo efetivo, e os cargos em comissão, a serem preenchidos por servidores de carreira nos casos, co ndições e percentuais mínimos previstos em lei, destinam se apenas às atribuições de direção, chefia e assessoramento. Comentários: Isso mesmo! As funções de confiança e os cargos de comissão se destinam apenas às atribuições de direção, chefia e assessoramento. Cabe destacar que as funções de confiança somente podem ser exercidas por servidores ocupantes de cargos efetivos","IFRS  2015 O mandado de segurança coletivo pode ser impetrado por quaisq uer partidos políticos e pelas organizações sindicais, entidade de classe ou associação legalmente constituída e em funcionamento há, pelo menos, um ano . Comentários: Pegadinha! Não é qualquer partido político que pode impetrar mandado de segurança coleti va. Apenas poderão fazê lo partidos políticos com representação no Congresso Nacional"
"30 XIV  os acréscimos pecuniários percebidos por servidor público não serão computados nem acumulados para fins de concessão de acréscimos ulteriores; Com esse dispositivo, busca se impedir uma situação bastante comum no passado. Depois de exercer durante certo período uma função gratificada, o servidor a incorporava a seu vencimento . Ao assumir uma nova função, o valor desta seria calculado levando se em consideração o seu vencimento já acrescido da gratificação anterior. Com essa incidência cumulativa, havia servidores ganhando valores totais de remuneração bastante elevados. Assim, atualmente , o entendimento que se tem é o de que qualquer gratificação ou adicional terá como base de cálculo o vencimento básico do servidor público. Veda se, dessa forma, a incidência de adicionais em cascata , o chamado efeito repique. O art. 37, garante a irredutibilidade dos vencimentos dos cargos públicos: XV  o subsídio e os vencimentos dos ocupantes de cargos e empregos públicos são irredutíveis, ressalvado o disposto nos incisos XI e XIV deste artig o e nos arts. 39,  4º, 150, II, 153, III, e 153,  2º, I; Segundo o STF, essa garantia não impede a criação ou majoração de tributos incidentes sobre os subsídios, os vencimentos, a aposentadoria e a pensão. Além disso, a forma de cálculo dos vencimentos pode ser modificada, apenas o valor destes é que não. PGM Fortaleza  2017 Os reajustes de vencimentos de servidores municipais podem ser vinculados a índices federais de correção monetária. Comentários: A Súmula Vinculante no 42 determina que é inco nstitucional a vinculação do reajuste de vencimentos de servidores estaduais ou municipais a índices federais de correção monetária. Questão errada. TJSP  2015 Os acréscimos pecuniários percebidos por ser vidor público serão computados e acumulados para fins de concessão de acréscimos ulteriores. Comentários: Segundo o art. 37, XIV,  os acréscimos pecuniários percebidos por servidor público não serão computados nem acumulados para fins de concessão de acréscimos ulteriores . Questão errada . TJSP  2015 Os vencimentos dos cargos do Poder Legislativo e do Poder Judiciário não poderão ser superiores aos pagos pelo Poder Executivo. Comentários: É exatamente o que prevê o art. 37. XII, CF88","63 TCM GO  2015 Segundo o regime jurídico das ações constitucionais, é correto afirmar que permite que se utilize o habeas data para obtenção de vista de processos administrativos. Comentários: A obtenção de vista de processos administrativos pode ser garantida mediante mandado de segurança e não habeas data . O habeas data será concedido para  assegurar o conhecimento de informações relativas à pessoa do impetrante, constantes de registros ou b ancos de dados de entidades governamentais ou de caráter público"
"35 Comentários: É plenamente possível que uma pessoa acumule os proventos de aposentadoria do RPPS com a remuneração de cargo em comissão. É o que está previsto no art. 37, 10, CF88. Questão cor reta. TCE CE  2015 Servidor público estadual ocupante de cargo de Procurador do Estado teve sua aposentadoria concedida em 2014, após completar os requisitos constitucionais. Atualmente, na inatividade, foi aprovado em concurso público para emprego de advogado em empresa pú blica estadual, tendo tomado posse. De acordo com a Constituição Federal, é admissível a percepção simultânea da remuneração do emprego público com os proventos da aposentadoria anteriormente concedida, tendo o servidor o direito a uma segunda aposentadori a decorrente da relação de emprego, ao completar os requisitos constitucionais. Comentários: Na situação apresentada, não é possível a percepção simultânea dos proventos de aposentadoria do RPPS com a remuneração de cargo público. Isso porque os cargos me ncionados na questão não são acumuláveis . Questão errada. DPE RO  2015 Paulo, servidor público estadual, foi aprovado em outro concurso público, este último organizado pela União. Ao ser convocado para apresentar os documentos previstos no edital, visan do à posse, teve dúvida se poderia acumular os cargos. De acordo com a sistemática constitucional, é correto afirmar que Paulo pode acumular os cargos públicos caso haja compatibilidade de horários e um deles seja de professor e, o outro, técnico ou cientí fico. Comentários: Isso mesmo! Se um cargo for de professor e outro for um cargo técnico ou científico, será possível a acumulação remunerada","65 Assim, imagine que uma decisão judicial seja lesiva ao patrimônio público. Cabe ação popular contra esse ato? Não!!! Essa decisão deverá ser atacada por meio de outro tipo de ação. Não há foro por prerrog ativa de função em ação popular. Dessa forma, uma ação popular contra o Presidente da República ou contra um parlamentar deputado ou senador será julgada na primeira instância e não perante o STF!. Quando uma sentença julgar improcedente ação popular , ela estará sujeita, obrigatoriamente, ao duplo grau de jurisdição reexame necessário. Em outras palavras, uma decisão judicial que nega provimento a ação popular deverá ser reexaminada pela instância superior. A improcedência de ação popular não gera para o autor, salvo comprovada má fé , a obrigação de pagar custas judiciais e o ônus da sucumbência pagamento dos honorários advocatícios da outra parte. DPE PA  2015 A ação popular poderá ser intentada por cidadão e por partido político com repres entação no Congresso Nacional. Comentários: Os partidos políticos não têm legitimidade para ajuizar ação popular"
"37 Para efeito de benefício previdenciário, no caso de afastamento para o exercício de mandato eletivo, o servidor permanecerá filiado ao respectivo RPPS Regime Próprio de Previdência Soci al. Assim, o tempo de afastamento será considerado para fins de aposentadoria, devendo o servidor continuar contribuindo para o RPPS de sua origem. TRE BA  2017 Ao ocupante de cargo público federal efetivo eleito vereador será garantida a investidur a no mandato eletivo, não havendo necessidade de afastamento do cargo que exerce nem prejuízo de sua remuneração, desde que haja compatibilidade de horários. Comentários: Havendo compatibilidade de horários, é possível a acumulação do cargo efetivo com o m andato de Vereador. Nesse caso, receberá as duas remunerações","68 E os tratados sobre direitos humanos que não são aprovados por esse rito especial? Como dissemos anteriormente, caro a aluno a, o Supremo Tribunal Federal STF, em decisão recente 2008, firmou entendimento de que esses tratados têm hierarquia supralegal , situando se abaixo da Constituição e acima da legislação interna.  4º O Bras il se submete à jurisdição de Tribunal Penal Internacional a cuja criação tenha manifestado adesão. O Tribunal Penal Internacional constitui se no primeiro tribunal de natureza permanente destinado a apurar a responsabilidade de indivíduos por crimes perpe trados contra os direitos humanos, concretizando grande avanço do processo de internacionalização dos direitos humanos e de humanização do direito internacional . PRF  2019 Conforme a maneira como são internalizados, os tratados internacionais sobre direitos humanos podem receber status normativo hierárquico constitucional ou legal. Comentários: Os tratados internacionais de direitos humanos podem status constitucional ou supralegal . Assim, faltou o prefixo SUPRA para que o enu nciado ficasse correto. Os tratados de direitos humanos terão status constitucional quando forem aprovados na forma do art. 5º,  3º, CF88. Por outro lado, terão status supralegal quando forem aprovados pelo mesmo rito de aprovação das leis. Questão errad a. MPU  2018 Os tratados internacionais sobre direitos humanos possuem status de emendas constitucionais, de maneira que a autoridade pública que a eles desobedecer estará sujeita a responsabilização. Comentários: Nem todos os tratados internacionais de direitos humanos possuem status de emenda constitucional, mas apenas aqueles qu e forem aprovados pelo rito qualificado do art. 5º,  3º, CF88"
"64 estabelecidos no Inciso XI, deste art. 37. Todavia, essa acumulação estende se, sim, a empregos e funções públicas. O art. 37, XVII, da Constituição, dispõe que a proibição de acumular estende se a empregos e funções e abrange autarquias, fundações, empresas públicas, sociedades de economia mista, suas subsidiárias, e sociedades controladas, direta ou indiretamente, pelo poder público. Letra B: correta. É o que determina o art. 37, XII, da CF88. Letra C: err ada. A lei estabelecerá os casos de contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público art. 37, IX, CF. Letra D: errada. Somente por lei específica poderá ser criada autarquia e autorizada a instituiç ão de empresa pública, de sociedade de economia mista e de fundação , cabendo à lei complementar, neste último caso, definir as áreas de sua atuação art. 37, XIX, CF. Letra E: errada. As parcelas de caráter indenizatório não são computadas nesse limite  art. 37, XI, CF. O gabarito é a letra B. 12. Quadrix  CRESS SC  2019 Invalidada por sentença judicial a demissão do servidor estável, ele ficará em disponibilidade, com remuneração proporcional ao tempo de serviço, até seu adequado aproveitamento em outro cargo. Comentários: Invalidada por sentença judicial a demissão do servidor estável, será ele reintegrado , e o eventual ocupante da vaga, se estável, reconduzido ao cargo de origem, sem direito a indenização, aproveitado em outro cargo ou posto em disponibilidade com remuneração proporcional ao tempo de serviço art. 41,  2º, CF. Questão errada. 13. Quadrix  CRESS SC  2019 São estáveis após três anos de efetivo exercício os servidores nomeados para cargo de provimento efetivo, sendo obrigatória a avaliação especial de desempenho. Comentários: É o que determina o art. 41,  4º, da Constituição Federal, que tr ata da estabilidade dos servidores públicos",MPU  2015 A CF traz uma enumeração taxativa dos direitos fundamentais. Comentários: O rol de direitos fundamentais previsto na CF88 é meramente exemplificativo . Podem exi stir outros direitos fundamentais previstos em tratados internacionais ou decorrentes do regime e dos princípios adotados pela CF88
,69 O erro está na parte final da assertiva. A abertura do sistema constitucional a outros direitos fundamentais depende de expressa previsão na Constituição formal
,80 Comentários: A pena de morte não é vedada de maneira absoluta. Há uma exceção: admite se essa pena no caso de guerra declarada
